Price,Area,Bedrooms,Bathrooms,Location,Builder,Status 
60.84 L,1430 ,3 ,nan,Padur,Godrej Azure Phase 2,Under Construction
68 L,2025 ,3 ,3 Bathrooms,Padur,Akshaya Adora,Ready to move
45 L,1008 ,2 ,1 Bathrooms,Sriperumbudur,Casa Grand Futura,Ready to move
33 L,1300 ,3 ,2 Bathrooms,Sriperumbudur,Prince Residenzia,Ready to move
27.75 L,1500 ,nan,nan,Sriperumbudur,nan,New
23.4 L,635 ,nan,nan,Sriperumbudur,nan,New
18 L,1000 ,nan,nan,Sriperumbudur,nan,New
21.6 L,1543 ,nan,nan,Sriperumbudur,MS Sai Avenue,New
25 L,2000 ,nan,nan,Sriperumbudur,nan,New
5.87 L,588 ,nan,nan,Sriperumbudur,Poovai Thiruvalluvar Nagar,New
13.68 L,1140 ,nan,nan,Sriperumbudur,Manju Green Spot Sunguvarchatram,New
30 L,1100 ,2 ,2 Bathrooms,Sriperumbudur,nan,Ready to move
72 L,2400 ,nan,nan,Sriperumbudur,nan,New
72 L,2400 ,nan,nan,Sriperumbudur,G Square G Square Symphony,New
12 L,2400 ,nan,nan,Sriperumbudur,nan,Resale
30 L,1000 ,nan,nan,Sriperumbudur,G Square G Square Symphony,New
27.5 L,1000 ,nan,nan,Sriperumbudur,nan,New
72 L,2400 ,nan,nan,Sriperumbudur,nan,New
45 L,1800 ,nan,nan,Sriperumbudur,nan,New
28.6 L,1630 ,nan,nan,Sriperumbudur,nan,New
70 L,1350 ,3 ,3 Bathrooms,Sriperumbudur,Casa Grand Futura,Ready to move
35 L,1748 ,2 ,2 Bathrooms,Sriperumbudur,nan,Ready to move
23.2 L,500 ,1 ,1 Bathrooms,Sriperumbudur,nan,Under Construction
2.8 L,700 ,nan,nan,Sriperumbudur,nan,New
18.4 L,1600 ,nan,nan,Sriperumbudur,nan,New
30.52 L,1650 ,nan,nan,Sriperumbudur,nan,New
10.8 L,600 ,nan,nan,Sriperumbudur,nan,New
21.6 L,1543 ,nan,nan,Sriperumbudur,MS Sai Avenue,New
21.15 L,1800 ,nan,nan,Sriperumbudur,nan,New
17.98 L,1800 ,nan,nan,Sriperumbudur,Poovai Thiruvalluvar Nagar,New
9.81 L,818 ,nan,nan,Sriperumbudur,Manju Green Spot Sunguvarchatram,New
12.38 L,635 ,nan,nan,Sriperumbudur,nan,New
36 L,1200 ,nan,nan,Sriperumbudur,nan,New
36 L,1200 ,nan,nan,Sriperumbudur,G Square G Square Symphony,New
26.67 L,1520 ,nan,nan,Sriperumbudur,nan,New
70 L,1350 ,3 ,3 Bathrooms,Sriperumbudur,Casa Grand Futura,Ready to move
2.6 L,650 ,nan,nan,Sriperumbudur,nan,New
24 L,1200 ,nan,nan,Sriperumbudur,nan,New
30 L,2400 ,nan,nan,Sriperumbudur,nan,New
21.16 L,1512 ,nan,nan,Sriperumbudur,MS Sai Avenue,New
23.98 L,2000 ,nan,nan,Sriperumbudur,nan,New
15.35 L,1537 ,nan,nan,Sriperumbudur,Poovai Thiruvalluvar Nagar,New
11.88 L,990 ,nan,nan,Sriperumbudur,Manju Green Spot Sunguvarchatram,New
9.9 L,540 ,nan,nan,Sriperumbudur,nan,New
24.92 L,1420 ,nan,nan,Sriperumbudur,nan,New
4 L,1000 ,nan,nan,Sriperumbudur,nan,New
15 L,1200 ,nan,nan,Sriperumbudur,nan,New
21.58 L,1800 ,nan,nan,Sriperumbudur,nan,New
21.16 L,1512 ,nan,nan,Sriperumbudur,MS Sai Avenue,New
7.17 L,718 ,nan,nan,Sriperumbudur,Poovai Thiruvalluvar Nagar,New
13.8 L,1150 ,nan,nan,Sriperumbudur,Manju Green Spot Sunguvarchatram,New
4.4 L,800 ,nan,nan,Sriperumbudur,nan,New
11 L,600 ,nan,nan,Sriperumbudur,nan,New
11 L,2000 ,nan,nan,Sriperumbudur,nan,New
6 L,600 ,nan,nan,Sriperumbudur,nan,New
4.28 L,1070 ,nan,nan,Sriperumbudur,nan,New
4.4 L,800 ,nan,nan,Sriperumbudur,nan,New
15 L,1200 ,nan,nan,Sriperumbudur,Manju Green Field,New
21.06 L,1200 ,nan,nan,Sriperumbudur,nan,New
4.4 L,800 ,nan,nan,Sriperumbudur,nan,New
4 L,1000 ,nan,nan,Sriperumbudur,nan,New
4.5 L,1000 ,nan,nan,Sriperumbudur,nan,New
12 L,600 ,nan,nan,Sriperumbudur,nan,New
10.8 L,1800 ,nan,nan,Sriperumbudur,nan,Resale
4.4 L,800 ,nan,nan,Sriperumbudur,nan,New
3.85 L,700 ,nan,nan,Sriperumbudur,nan,New
4.95 L,900 ,nan,nan,Sriperumbudur,nan,New
14 L,1000 ,nan,nan,Sriperumbudur,nan,New
9.51 L,761 ,nan,nan,Sriperumbudur,nan,New
10 L,800 ,nan,nan,Sriperumbudur,nan,New
1 L,1000 ,nan,nan,Sriperumbudur,Manju Skyland,New
99 L,2800 ,4 ,4 Bathrooms,Sriperumbudur,nan,Ready to move
2.4 L,600 ,nan,nan,Sriperumbudur,nan,New
21.75 L,1554 ,nan,nan,Sriperumbudur,MS Sai Avenue,New
11.1 L,600 ,nan,nan,Sriperumbudur,nan,New
8.84 L,885 ,nan,nan,Sriperumbudur,Poovai Thiruvalluvar Nagar,New
10.92 L,910 ,nan,nan,Sriperumbudur,Manju Green Spot Sunguvarchatram,New
6.6 L,1200 ,nan,nan,Sriperumbudur,nan,New
2.7 L,600 ,nan,nan,Sriperumbudur,nan,New
3.15 L,700 ,nan,nan,Sriperumbudur,nan,New
4.95 L,900 ,nan,nan,Sriperumbudur,nan,New
9.6 L,2400 ,nan,nan,Sriperumbudur,nan,New
2.8 L,700 ,nan,nan,Sriperumbudur,nan,New
10.8 L,2400 ,nan,nan,Sriperumbudur,nan,New
17.55 L,1000 ,nan,nan,Sriperumbudur,nan,New
37 L,868 ,2 ,2 Bathrooms,Sriperumbudur,nan,Ready to move
37 L,868 ,2 ,2 Bathrooms,Sriperumbudur,nan,Ready to move
37 L,868 ,2 ,2 Bathrooms,Sriperumbudur,nan,Ready to move
4.39 L,1000 ,nan,nan,Sriperumbudur,nan,New
2.6 L,650 ,nan,nan,Sriperumbudur,nan,New
3.15 L,700 ,nan,nan,Sriperumbudur,nan,New
37 L,868 ,2 ,2 Bathrooms,Sriperumbudur,nan,Ready to move
28 L,1000 ,3 ,3 Bathrooms,Sriperumbudur,nan,Ready to move
3.2 L,800 ,nan,nan,Sriperumbudur,nan,New
11.2 L,800 ,nan,nan,Sriperumbudur,nan,New
3.6 L,800 ,nan,nan,Sriperumbudur,nan,New
5.4 L,1200 ,nan,nan,Sriperumbudur,nan,New
3.85 L,700 ,nan,nan,Sriperumbudur,nan,New
8.8 L,2200 ,nan,nan,Sriperumbudur,nan,New
4.4 L,800 ,nan,nan,Sriperumbudur,nan,New
37 L,868 ,2 ,2 Bathrooms,Sriperumbudur,nan,Ready to move
10.8 L,600 ,nan,nan,Sriperumbudur,nan,New
3.15 L,700 ,nan,nan,Sriperumbudur,nan,New
4 L,1000 ,nan,nan,Sriperumbudur,nan,New
43.87 L,673 ,1 ,1 Bathrooms,Madambakkam,VGK Saindhavi,Ready to move
68.96 L,1115 ,2 ,nan,Madambakkam,VGK Saindhavi,Ready to move
61.82 L,992 ,2 ,nan,Madambakkam,VGK Saindhavi,Ready to move
47.4 L,950 ,2 ,nan,Madambakkam,Viva Velar,Under Construction
54.9 L,915 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
30.5 L,610 ,1 ,1 Bathrooms,Madambakkam,nan,Ready to move
32.99 L,848 ,2 ,2 Bathrooms,Madambakkam,Sarvajith SRS Mile Stone,Ready to move
49.81 L,958 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
58.45 L,1180 ,2 ,2 Bathrooms,Madambakkam,nan,Under Construction
47.27 L,892 ,2 ,2 Bathrooms,Madambakkam,Varsha Varsha Homes,Ready to move
35.02 L,934 ,2 ,nan,Madambakkam,Ruby Dakshin,Under Construction
84.72 L,1569 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
48.77 L,929 ,2 ,2 Bathrooms,Madambakkam,nan,Under Construction
80 L,1266 ,3 ,2 Bathrooms,Madambakkam, Madambakkam,Under Construction
52.2 L,900 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
45 L,812 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
39 L,859 ,2 ,2 Bathrooms,Madambakkam, Madambakkam,Ready to move
38.5 L,956 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
35.02 L,934 ,2 ,nan,Madambakkam,Ruby Dakshin,Under Construction
43.6 L,748 ,2 ,2 Bathrooms,Madambakkam,Rajus Nivas,Ready to move
23 L,761 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
55 L,936 ,3 ,2 Bathrooms,Madambakkam,VG Madambakkam Flats,Ready to move
65 L,1124 ,2 ,3 Bathrooms,Madambakkam,nan,Ready to move
44.98 L,865 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
1.07 Cr,1986 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
74.82 L,1290 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
77.4 L,1290 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
49 L,913 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
46.15 L,925 ,2 ,nan,Madambakkam,Viva Velar,Under Construction
48.22 L,1286 ,3 ,nan,Madambakkam,Ruby Dakshin,Under Construction
54.25 L,1085 ,3 ,2 Bathrooms,Madambakkam,nan,Ready to move
47.2 L,955 ,2 ,2 Bathrooms,Madambakkam,nan,Under Construction
59.9 L,958 ,2 ,nan,Madambakkam,VGK Saindhavi,Ready to move
32.99 L,848 ,2 ,2 Bathrooms,Madambakkam,Sarvajith SRS Mile Stone,Ready to move
35 L,809 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
57.63 L,886 ,2 ,2 Bathrooms,Madambakkam,nan,Under Construction
80 L,1259 ,3 ,2 Bathrooms,Madambakkam, Madambakkam,Under Construction
44.36 L,837 ,2 ,2 Bathrooms,Madambakkam,Varsha Varsha Homes,Ready to move
48.22 L,1286 ,3 ,nan,Madambakkam,Ruby Dakshin,Under Construction
40 L,925 ,2 ,2 Bathrooms,Madambakkam, Madambakkam,Ready to move
22 L,712 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
60 L,1250 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
70.25 L,1301 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
75 L,1290 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
48.72 L,812 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
43.5 L,870 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
61.27 L,982 ,2 ,nan,Madambakkam,VGK Saindhavi,Ready to move
32.99 L,848 ,2 ,2 Bathrooms,Madambakkam,Sarvajith SRS Mile Stone,Ready to move
57.65 L,1120 ,2 ,2 Bathrooms,Madambakkam,VGK Saindhavi,Ready to move
65.58 L,1009 ,3 ,3 Bathrooms,Madambakkam,MC Homes,Under Construction
66.26 L,1030 ,2 ,2 Bathrooms,Madambakkam, Madambakkam,Under Construction
57.63 L,886 ,2 ,2 Bathrooms,Madambakkam,nan,Under Construction
50 L,1200 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
73.4 L,1385 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
63.23 L,1171 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
30.45 L,609 ,1 ,1 Bathrooms,Madambakkam,nan,Ready to move
61.32 L,981 ,2 ,nan,Madambakkam,VGK Saindhavi,Ready to move
33 L,850 ,2 ,2 Bathrooms,Madambakkam,Sarvajith SRS Mile Stone,Ready to move
51.86 L,943 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
66.26 L,1030 ,2 ,2 Bathrooms,Madambakkam, Madambakkam,Under Construction
57.63 L,886 ,2 ,2 Bathrooms,Madambakkam,nan,Under Construction
45 L,1000 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
65.97 L,1115 ,2 ,nan,Madambakkam,VGK Saindhavi,Under Construction
62.25 L,1245 ,3 ,nan,Madambakkam,Global Grand,Ready to move
50.65 L,1000 ,2 ,2 Bathrooms,Madambakkam,VGK Saindhavi,Ready to move
52 L,963 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
33.5 L,848 ,2 ,2 Bathrooms,Madambakkam,Sarvajith SRS Mile Stone,Ready to move
36.01 L,735 ,2 ,nan,Madambakkam,A S Archeights Cube Apartments,Ready to move
66.27 L,1030 ,2 ,2 Bathrooms,Madambakkam, Madambakkam,Under Construction
59 L,1035 ,2 ,2 Bathrooms,Madambakkam,Brownstar SPS Brownstar,Ready to move
75 L,1460 ,3 ,2 Bathrooms,Madambakkam,nan,Ready to move
31 L,720 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
35 L,760 ,2 ,2 Bathrooms,Madambakkam, Madambakkam,Ready to move
27 L,615 ,2 ,2 Bathrooms,Madambakkam,Arun Excello Sankara,Ready to move
62.39 L,856 ,2 ,2 Bathrooms,Madambakkam,nan,Under Construction
40 L,950 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
50 L,1000 ,2 ,nan,Madambakkam,Global Grand,Ready to move
39.2 L,800 ,2 ,nan,Madambakkam,A S Archeights Cube Apartments,Ready to move
50.15 L,1003 ,2 ,nan,Madambakkam,Global Grand,Ready to move
69.95 L,1030 ,3 ,3 Bathrooms,Madambakkam,MC Homes,Under Construction
65 L,1250 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
59.17 L,992 ,2 ,nan,Madambakkam,VGK Saindhavi,Under Construction
42.29 L,798 ,2 ,2 Bathrooms,Madambakkam,Varsha Varsha Homes,Ready to move
52 L,990 ,2 ,2 Bathrooms,Madambakkam,VGK Saindhavi,Ready to move
1.09 Cr,2067 ,3 ,3 Bathrooms,Madambakkam,Varsha Varsha Homes,Ready to move
51.35 L,790 ,2 ,2 Bathrooms,Madambakkam,MC Homes,Under Construction
46.28 L,890 ,2 ,2 Bathrooms,Madambakkam,nan,Under Construction
57.34 L,958 ,2 ,nan,Madambakkam,VGK Saindhavi,Under Construction
45 L,825 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
47.57 L,881 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
38.36 L,783 ,2 ,nan,Madambakkam,A S Archeights Cube Apartments,Ready to move
66.56 L,1280 ,3 ,3 Bathrooms,Madambakkam,nan,Ready to move
50 L,960 ,2 ,2 Bathrooms,Madambakkam,VGK Saindhavi,Ready to move
97.57 L,1841 ,3 ,3 Bathrooms,Madambakkam,Varsha Varsha Homes,Ready to move
48.36 L,744 ,2 ,2 Bathrooms,Madambakkam,MC Homes,Under Construction
44.72 L,860 ,2 ,2 Bathrooms,Madambakkam,nan,Under Construction
58.64 L,982 ,2 ,nan,Madambakkam,VGK Saindhavi,Under Construction
32.99 L,848 ,2 ,2 Bathrooms,Madambakkam,Sarvajith SRS Mile Stone,Ready to move
66.26 L,1030 ,2 ,2 Bathrooms,Madambakkam, Madambakkam,Under Construction
52.69 L,985 ,2 ,2 Bathrooms,Madambakkam,nan,Ready to move
1.26 Cr,1502 ,3 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.06 Cr,1451 ,3 ,nan,Manapakkam,Jain Aadheeswar,Under Construction
94 L,1173 ,2 ,nan,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.05 Cr,1187 ,3 ,nan,Manapakkam,Jain Aadheeswar,Under Construction
1.35 Cr,1583 ,3 ,3 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
93.24 L,1048 ,2 ,nan,Manapakkam,Jain Aadheeswar,Under Construction
73.95 L,986 ,2 ,2 Bathrooms,Manapakkam,nan,Under Construction
48.5 L,900 ,2 ,2 Bathrooms,Manapakkam,nan,Ready to move
1.08 Cr,1325 ,3 ,2 Bathrooms,Manapakkam,nan,Ready to move
90 L,1898 ,3 ,2 Bathrooms,Manapakkam,nan,Under Construction
52 L,681 ,1 ,1 Bathrooms,Manapakkam,Casa Grand Woodside,Ready to move
48 L,577 ,2 ,1 Bathrooms,Manapakkam,Casa Grand Irene,Ready to move
1.33 Cr,2330 ,4 ,3 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
72 L,959 ,2 ,2 Bathrooms,Manapakkam,nan,Under Construction
79 L,1124 ,2 ,1 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.33 Cr,2330 ,4 ,3 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
1.33 Cr,2330 ,4 ,3 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
1.8 Cr,1848 ,3 ,3 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.17 Cr,2133 ,4 ,4 Bathrooms,Manapakkam,Hi Tech Tulip,Ready to move
95 L,1898 ,3 ,3 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
75.15 L,1296 ,2 ,2 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
1.35 Cr,1795 ,3 ,3 Bathrooms,Manapakkam,nan,Under Construction
56.87 L,837 ,2 ,2 Bathrooms,Manapakkam,Jain Aadhidev,Under Construction
60 L,1124 ,2 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
75 L,1055 ,2 ,2 Bathrooms,Manapakkam,Casa Grand Woodside,Ready to move
95.12 L,1795 ,3 ,3 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
54.16 L,969 ,2 ,nan,Manapakkam,ICIPL Amora,Ready to move
1.35 Cr,1394 ,3 ,3 Bathrooms,Manapakkam,nan,Ready to move
65.49 L,1068 ,2 ,2 Bathrooms,Manapakkam,nan,Under Construction
55 L,1274 ,2 ,1 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
85.25 L,1522 ,2 ,2 Bathrooms,Manapakkam,nan,Ready to move
55 L,966 ,2 ,2 Bathrooms,Manapakkam,ICIPL Amora,Ready to move
56.26 L,1005 ,2 ,2 Bathrooms,Manapakkam,nan,Under Construction
79 L,1124 ,2 ,1 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
94 L,1173 ,2 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.06 Cr,1451 ,3 ,nan,Manapakkam,Jain Aadheeswar,Under Construction
87 L,1202 ,2 ,2 Bathrooms,Manapakkam,nan,Under Construction
1.33 Cr,2330 ,4 ,3 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
1.16 Cr,1583 ,3 ,3 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.15 Cr,1583 ,3 ,3 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
67 L,1126 ,2 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
93 L,1243 ,2 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
96 L,1400 ,3 ,3 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.3 Cr,1500 ,3 ,3 Bathrooms,Manapakkam,nan,Under Construction
45 L,649 ,1 ,1 Bathrooms,Manapakkam,nan,Under Construction
1.2 Cr,1451 ,3 ,3 Bathrooms,Manapakkam,nan,Under Construction
66.01 L,1179 ,2 ,2 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
1.1 Cr,1491 ,3 ,3 Bathrooms,Manapakkam,nan,Ready to move
79 L,1124 ,2 ,1 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
49 L,900 ,2 ,2 Bathrooms,Manapakkam,nan,Ready to move
65 L,988 ,2 ,2 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
90 L,1234 ,2 ,2 Bathrooms,Manapakkam,nan,Under Construction
1.26 Cr,1502 ,3 ,3 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.05 Cr,1187 ,3 ,nan,Manapakkam,Jain Aadheeswar,Under Construction
73 L,1090 ,2 ,2 Bathrooms,Manapakkam,nan,Under Construction
82 L,914 ,2 ,nan,Manapakkam,Jain Aadheeswar,Under Construction
55.26 L,1005 ,2 ,nan,Manapakkam,Casa Grand Utopia,Under Construction
94 L,1243 ,2 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
93 L,1180 ,2 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
55.26 L,1005 ,2 ,nan,Manapakkam,Casa Grand Utopia,Under Construction
55.26 L,1005 ,2 ,nan,Manapakkam,Casa Grand Utopia,Under Construction
55.26 L,1005 ,2 ,nan,Manapakkam,Casa Grand Utopia,Under Construction
95 L,1216 ,2 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
80 L,899 ,2 ,2 Bathrooms,Manapakkam,Casa Grand Castle,Ready to move
65.64 L,1117 ,2 ,2 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
1 Cr,1447 ,3 ,2 Bathrooms,Manapakkam,nan,Under Construction
1.3 Cr,1795 ,3 ,3 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.15 Cr,1795 ,3 ,3 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
80 L,1234 ,2 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.49 Cr,2335 ,4 ,4 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
60.8 L,1035 ,1 ,2 Bathrooms,Manapakkam,Casa Grand Woodside,Under Construction
77 L,1037 ,2 ,2 Bathrooms,Manapakkam,nan,Under Construction
79 L,1124 ,2 ,1 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.17 Cr,2133 ,4 ,4 Bathrooms,Manapakkam,Hi Tech Tulip,Ready to move
1.14 Cr,1914 ,3 ,3 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
79.01 L,1124 ,2 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
54.11 L,968 ,2 ,nan,Manapakkam,ICIPL Amora,Ready to move
64.61 L,1068 ,2 ,2 Bathrooms,Manapakkam,nan,Under Construction
76 L,1328 ,2 ,2 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
55 L,1063 ,2 ,2 Bathrooms,Manapakkam,nan,Ready to move
76 L,1124 ,2 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.07 Cr,1857 ,3 ,3 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
89 L,1495 ,3 ,3 Bathrooms,Manapakkam,nan,Ready to move
72 L,889 ,2 ,nan,Manapakkam,Newry Sabari Sattva,Ready to move
1.33 Cr,2330 ,4 ,3 Bathrooms,Manapakkam,Casa Grand Utopia,Under Construction
79.01 L,1124 ,2 ,2 Bathrooms,Manapakkam,nan,Under Construction
63.64 L,1035 ,2 ,2 Bathrooms,Manapakkam,Casa Grand Woodside,Ready to move
1.05 Cr,1487 ,3 ,3 Bathrooms,Manapakkam,Casa Grand Irene,Ready to move
99 L,1534 ,3 ,3 Bathrooms,Manapakkam,nan,Ready to move
73.6 L,1280 ,2 ,nan,Manapakkam,Casa Grand Utopia,Under Construction
73.6 L,1280 ,2 ,nan,Manapakkam,Casa Grand Utopia,Under Construction
1 Cr,1500 ,3 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
73.15 L,1035 ,2 ,2 Bathrooms,Manapakkam,Casa Grand Woodside,Ready to move
1.15 Cr,1451 ,3 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
1.26 Cr,1800 ,3 ,3 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
57.34 L,844 ,2 ,2 Bathrooms,Manapakkam,Jain Aadhidev,Under Construction
80 L,1479 ,3 ,3 Bathrooms,Manapakkam,Sai Sai Homes Manapakkam,Ready to move
79.2 L,1414 ,3 ,2 Bathrooms,Manapakkam,Sree Sai Air View Apartments,Ready to move
82 L,1165 ,2 ,2 Bathrooms,Manapakkam,nan,Under Construction
1.08 Cr,1447 ,3 ,2 Bathrooms,Manapakkam,TVS Magnific At TVS Emerald Peninsula,Under Construction
88 L,1780 ,2 ,2 Bathrooms,Neelankarai,nan,Ready to move
90 L,1200 ,2 ,2 Bathrooms,Neelankarai,nan,Ready to move
65 L,950 ,2 ,2 Bathrooms,Neelankarai,Revathy Neelangarai,Ready to move
93 L,1110 ,2 ,2 Bathrooms,Neelankarai,nan,Ready to move
1.6 Cr,1530 ,3 ,3 Bathrooms,Neelankarai,nan,Ready to move
98 L,1308 ,3 ,2 Bathrooms,Neelankarai,Nahar Ailis,Ready to move
1.25 Cr,1480 ,3 ,3 Bathrooms,Neelankarai,nan,Ready to move
1.6 Cr,2200 ,4 ,4 Bathrooms,Neelankarai,nan,Ready to move
1.65 Cr,1532 ,3 ,3 Bathrooms,Neelankarai,nan,Ready to move
80 L,1250 ,2 ,2 Bathrooms,Neelankarai,nan,Ready to move
1.65 Cr,1532 ,3 ,3 Bathrooms,Neelankarai,Potential Serene,Ready to move
40.94 L,853 ,2 ,nan,Kundrathur,MP Montana,Under Construction
39.31 L,819 ,2 ,nan,Kundrathur,MP Montana,Under Construction
39.6 L,825 ,2 ,nan,Kundrathur,MP Montana,Under Construction
37.5 L,845 ,2 ,2 Bathrooms,Kundrathur,nan,Ready to move
31.5 L,790 ,2 ,2 Bathrooms,Kundrathur,nan,Under Construction
26.23 L,603 ,2 ,nan,Kundrathur,Mahayogam Suriyaa Apartments,Ready to move
49.9 L,890 ,2 ,2 Bathrooms,Kundrathur,nan,Under Construction
29 L,1170 ,2 ,2 Bathrooms,Kundrathur,nan,Ready to move
29 L,1170 ,2 ,2 Bathrooms,Kundrathur,nan,Ready to move
53 L,1550 ,2 ,2 Bathrooms,Kundrathur,nan,Ready to move
32 L,800 ,2 ,2 Bathrooms,Kundrathur,nan,Under Construction
29.36 L,675 ,2 ,nan,Kundrathur,Mahayogam Suriyaa Apartments,Ready to move
39.55 L,824 ,2 ,nan,Kundrathur,MP Montana,Under Construction
37 L,1140 ,3 ,3 Bathrooms,Kundrathur,nan,Ready to move
49.4 L,817 ,2 ,2 Bathrooms,Kundrathur,nan,Under Construction
21 L,776 ,2 ,2 Bathrooms,Kundrathur,nan,Ready to move
36 L,810 ,2 ,2 Bathrooms,Kundrathur,nan,Ready to move
28.57 L,657 ,2 ,nan,Kundrathur,Mahayogam Suriyaa Apartments,Ready to move
40.51 L,844 ,2 ,nan,Kundrathur,MP Montana,Under Construction
38.43 L,1200 ,3 ,2 Bathrooms,Kundrathur,nan,Ready to move
29.04 L,660 ,2 ,nan,Kundrathur,MP Ibhaa,Under Construction
36.54 L,812 ,2 ,2 Bathrooms,Kundrathur,nan,Under Construction
29.62 L,681 ,2 ,nan,Kundrathur,Mahayogam Suriyaa Apartments,Ready to move
36.58 L,1200 ,3 ,2 Bathrooms,Kundrathur,nan,Ready to move
28 L,643 ,2 ,2 Bathrooms,Kundrathur,Crest Xia,Ready to move
38.83 L,809 ,2 ,nan,Kundrathur,MP Montana,Under Construction
28 L,643 ,2 ,2 Bathrooms,Kundrathur,Crest Xia,Ready to move
